parcelid,tax_value,value_pred_mean,value_pred_median,value_pred_lm,value_pred_glm,value_pred_lars,value_pred_lm2
12125121,631551.0,401186.33897808794,348476.0,227328.0,228805.8289556938,229211.48156333726,267072.0
10879060,236967.0,401186.33897808794,348476.0,327680.0,325686.65163204895,326420.4422675818,370000.0
11270461,92679.0,401186.33897808794,348476.0,167936.0,166412.48675818508,168482.99753541732,117760.0
11083166,98329.0,401186.33897808794,348476.0,408576.0,405870.0473738129,406819.3876491259,425728.0
12468952,544173.0,401186.33897808794,348476.0,308224.0,311497.6555038619,311181.5746050753,306848.0
17120535,403752.0,401186.33897808794,348476.0,439296.0,443204.0453448924,442326.7437255002,364384.0
14201779,653590.0,401186.33897808794,348476.0,630784.0,635438.1375584812,637604.6005195193,661120.0
17131750,460000.0,401186.33897808794,348476.0,488448.0,485997.0888421234,484942.96028220403,456192.0
13998218,533000.0,401186.33897808794,348476.0,307200.0,301630.24202876445,300377.6112381659,280736.0
12898533,155368.0,401186.33897808794,348476.0,171008.0,168110.18576179194,166654.90324046754,144640.0
12544487,315000.0,401186.33897808794,348476.0,303104.0,305241.9195099211,302953.0338500894,277584.0
14713354,414775.0,401186.33897808794,348476.0,342016.0,340420.89535825944,340733.15669774933,324928.0
14447565,162221.0,401186.33897808794,348476.0,500736.0,504346.0118174244,504134.08330203325,410048.0
11480687,218495.0,401186.33897808794,348476.0,281600.0,277853.40702137124,274955.27434517886,278320.0
11213698,119266.0,401186.33897808794,348476.0,143360.0,139824.41887240077,140084.44862692984,116768.0
11266000,482243.0,401186.33897808794,348476.0,540672.0,539779.6584700622,542092.0951657437,437056.0
14448776,710000.0,401186.33897808794,348476.0,730112.0,728998.437477659,727703.946755595,690784.0
13992846,442000.0,401186.33897808794,348476.0,346112.0,344960.93965409946,345300.1212215087,307600.0
12731919,115529.0,401186.33897808794,348476.0,443392.0,446290.31448708975,447215.1417535547,424960.0
14316016,1326931.0,401186.33897808794,348476.0,658432.0,655717.7496460564,654673.4811949561,741408.0
13911291,217466.0,401186.33897808794,348476.0,310272.0,309676.1565948169,309647.37223330117,282448.0
10994984,196345.0,401186.33897808794,348476.0,191488.0,187562.91338787443,186898.36220515822,321352.0
12329412,213237.0,401186.33897808794,348476.0,301056.0,301755.80096481903,301553.49181911815,279568.0
14123504,107730.0,401186.33897808794,348476.0,430080.0,434617.58096566546,434705.0083521976,408992.0
10734900,439210.0,401186.33897808794,348476.0,601088.0,598630.2689602043,597233.5957157493,607840.0
10734165,756360.0,401186.33897808794,348476.0,611328.0,615373.6738348305,613813.9069393128,628256.0
11227265,119940.0,401186.33897808794,348476.0,88064.0,90820.28395492968,90609.16714354465,77600.0
12815079,44484.0,401186.33897808794,348476.0,207872.0,207232.38124690653,206450.49389455357,226880.0
12443502,225786.0,401186.33897808794,348476.0,286720.0,293115.69526742795,293425.0289926159,304896.0
14714600,295644.0,401186.33897808794,348476.0,506880.0,504034.3938471959,503581.3311143684,524576.0
14441715,589316.0,401186.33897808794,348476.0,814080.0,821532.651222337,817569.0594986222,848960.0
11804506,94344.0,401186.33897808794,348476.0,203776.0,196014.82935149915,192557.3964696626,315088.0
11466473,492421.0,401186.33897808794,348476.0,371712.0,374946.54732623626,374965.17989597365,386016.0
10989279,544213.0,401186.33897808794,348476.0,578560.0,577040.7536543111,575609.714578725,541888.0
12071074,270416.0,401186.33897808794,348476.0,272384.0,272405.977778305,272921.95427378773,299264.0
17085342,1190000.0,401186.33897808794,348476.0,641024.0,641153.5799961835,640706.1900014012,566016.0
10873747,352080.0,401186.33897808794,348476.0,307200.0,308504.1515780961,309228.2914873557,341416.0
13058464,438000.0,401186.33897808794,348476.0,319488.0,327160.60914323805,327659.8907192641,299328.0
14642730,455847.0,401186.33897808794,348476.0,324608.0,327913.7281143201,328934.47872942255,328992.0
11079598,563000.0,401186.33897808794,348476.0,440320.0,440385.6960824763,441060.69001527585,441088.0
13042461,347556.0,401186.33897808794,348476.0,320512.0,320416.9222198266,321393.83482077514,302240.0
13102196,316567.0,401186.33897808794,348476.0,468992.0,469634.0928618796,469346.77716200927,464288.0
14414379,301921.0,401186.33897808794,348476.0,517120.0,511282.3964803986,511612.9215400068,474464.0
14698710,754386.0,401186.33897808794,348476.0,623616.0,627726.6771901172,626703.2603709858,572224.0
11623986,1231069.0,401186.33897808794,348476.0,673792.0,671422.840541451,668522.5419795343,692352.0
10843124,410745.0,401186.33897808794,348476.0,248832.0,242263.67811945296,241126.42110877478,281472.0
14456928,581287.0,401186.33897808794,348476.0,525312.0,524030.5752471889,523682.68765650294,599424.0
11657855,795779.0,401186.33897808794,348476.0,497664.0,502295.9981461237,501784.245050297,507200.0
17283526,728000.0,401186.33897808794,348476.0,574464.0,570636.2414523142,570798.2864355615,559488.0
14432761,398985.0,401186.33897808794,348476.0,589824.0,592848.3448708843,593807.0532908605,590560.0
12954981,532592.0,401186.33897808794,348476.0,370688.0,368806.0482179951,371165.83472291444,365120.0
11888156,272652.0,401186.33897808794,348476.0,268288.0,272732.7666351531,273638.83800231526,284560.0
11146162,384000.0,401186.33897808794,348476.0,389120.0,396258.30994514935,395925.18629366974,395776.0
12557486,516730.0,401186.33897808794,348476.0,432128.0,437330.844869243,437111.431400558,468064.0
12747159,526000.0,401186.33897808794,348476.0,526336.0,527776.0690062864,528666.3642441891,504384.0
14273362,499312.0,401186.33897808794,348476.0,301056.0,299527.2414564678,297100.0029292196,250016.0
14410263,294388.0,401186.33897808794,348476.0,662528.0,663314.7698665047,664466.3914980801,657536.0
11608486,818060.0,401186.33897808794,348476.0,454656.0,453009.7704508082,453005.07064377767,462736.0
14390275,532791.0,401186.33897808794,348476.0,698368.0,702740.628153616,702527.9763808277,737472.0
10792261,208187.0,401186.33897808794,348476.0,386048.0,381887.2114396853,381749.647314149,370752.0
17249945,268000.0,401186.33897808794,348476.0,249856.0,248792.1555676057,246802.98582229344,248928.0
11461520,813545.0,401186.33897808794,348476.0,287744.0,287989.49747343885,286220.6093581094,290560.0
17150379,380906.0,401186.33897808794,348476.0,491520.0,492841.7964520969,492678.3393447059,444672.0
11304021,267379.0,401186.33897808794,348476.0,437248.0,443155.98954095837,445829.18506710225,349888.0
14699024,398985.0,401186.33897808794,348476.0,539648.0,545380.4288889827,545192.6195326552,522368.0
12695616,676622.0,401186.33897808794,348476.0,709632.0,714882.7531389021,712853.9613715903,734528.0
14009562,427205.0,401186.33897808794,348476.0,329728.0,326227.35739566997,326059.1358873869,283184.0
12148463,67053.0,401186.33897808794,348476.0,187392.0,189880.02844924014,188003.61226649903,236112.0
10885974,616000.0,401186.33897808794,348476.0,334848.0,341210.5577218924,341803.60393878585,373824.0
11714284,292099.0,401186.33897808794,348476.0,338944.0,335264.5157558655,335194.0531641085,418848.0
12683897,631317.0,401186.33897808794,348476.0,445440.0,439665.1114177525,439850.5714578007,398800.0
11468860,422587.0,401186.33897808794,348476.0,326656.0,320669.47224874573,320224.9327572364,305816.0
10761491,210170.0,401186.33897808794,348476.0,291840.0,286414.02651537163,286444.75529085257,316080.0
14286211,122618.0,401186.33897808794,348476.0,506880.0,509992.1324308713,513279.40757625736,482112.0
13960793,274252.0,401186.33897808794,348476.0,415744.0,415713.0450698812,417617.14149278664,368000.0
12867887,171483.0,401186.33897808794,348476.0,259072.0,256481.3069021646,258362.30499168346,244864.0
12720879,393501.0,401186.33897808794,348476.0,296960.0,295534.1975343161,295340.17650392174,266552.0
14608374,418000.0,401186.33897808794,348476.0,491520.0,492239.8002304728,491870.3799688036,537536.0
10742257,561000.0,401186.33897808794,348476.0,467968.0,470487.84837850416,469802.88959229016,462944.0
10875605,288953.0,401186.33897808794,348476.0,214016.0,206018.76178261638,204945.20520088822,276240.0
10834751,517765.0,401186.33897808794,348476.0,449536.0,447534.43245703564,448484.9316665741,471424.0
12184764,151278.0,401186.33897808794,348476.0,274432.0,267519.32650288614,267174.2725295464,311056.0
12187532,174698.0,401186.33897808794,348476.0,339968.0,341882.52819125424,342660.0872557707,384192.0
13072855,279500.0,401186.33897808794,348476.0,402432.0,409704.6393087764,410479.0182261934,411456.0
11597283,401023.0,401186.33897808794,348476.0,258048.0,262418.7882901469,262769.1037920296,261520.0
14380461,169805.0,401186.33897808794,348476.0,518144.0,521110.4616826372,522411.99500664324,467392.0
10747928,557043.0,401186.33897808794,348476.0,509952.0,512570.2117195605,512760.005616046,489984.0
14162051,686554.0,401186.33897808794,348476.0,476160.0,474374.1560191921,475386.1239646237,437440.0
10861634,1442452.0,401186.33897808794,348476.0,621568.0,624238.0055104069,622835.2494162237,622144.0
17231518,1088000.0,401186.33897808794,348476.0,888832.0,893788.5283889436,890897.0737763662,910528.0
11036341,163314.0,401186.33897808794,348476.0,318464.0,315933.9966356774,316320.32963149925,334240.0
11886160,1324675.0,401186.33897808794,348476.0,396288.0,391914.78970339266,393168.9327379153,420200.0
11129797,280737.0,401186.33897808794,348476.0,258048.0,262561.9845060816,263695.13626871625,276256.0
12236088,250787.0,401186.33897808794,348476.0,242688.0,243824.16510486667,244884.4627083887,290400.0
10956664,72522.0,401186.33897808794,348476.0,273408.0,270886.81324631994,271075.85416010657,305072.0
11075208,324573.0,401186.33897808794,348476.0,283648.0,279664.98821719305,279705.3647539701,305088.0
11711493,66311.0,401186.33897808794,348476.0,317440.0,312829.7788962449,314044.7542559481,324088.0
11531504,96043.0,401186.33897808794,348476.0,417792.0,420998.0670744449,421495.136611338,420304.0
10802963,223648.0,401186.33897808794,348476.0,369664.0,374417.39694380807,374574.14281246567,393888.0
13878360,380066.0,401186.33897808794,348476.0,277504.0,274362.9706141758,274294.1836467458,231408.0
12082711,179377.0,401186.33897808794,348476.0,490496.0,490021.1186472868,488996.1774849073,497856.0
12490600,456390.0,401186.33897808794,348476.0,381952.0,376326.59244633035,376886.3592450232,347800.0
14708643,208000.0,401186.33897808794,348476.0,246784.0,246575.7367937829,244729.18659502274,227280.0
12822258,353337.0,401186.33897808794,348476.0,394240.0,395410.14640771056,396416.7689706844,378368.0
13909593,601000.0,401186.33897808794,348476.0,539648.0,543600.8676876309,544455.7473064087,684992.0
14133699,721403.0,401186.33897808794,348476.0,591872.0,589241.5486681915,589658.7528158663,590560.0
10927879,405585.0,401186.33897808794,348476.0,369664.0,370878.08516813343,371293.27857467614,422272.0
12058330,967287.0,401186.33897808794,348476.0,604160.0,602636.4766450108,603121.0148754017,596928.0
12631674,356000.0,401186.33897808794,348476.0,340992.0,340806.6270741818,340054.2980060316,308008.0
14482820,503993.0,401186.33897808794,348476.0,626688.0,623924.6289732598,623228.7132684203,618048.0
11961649,560221.0,401186.33897808794,348476.0,413696.0,415820.94182506355,416053.53162054287,426368.0
14727305,372791.0,401186.33897808794,348476.0,308224.0,303330.3117164668,303749.6621727269,259936.0
14018500,73134.0,401186.33897808794,348476.0,333824.0,328003.0747026503,328031.64884184295,285072.0
11179434,554631.0,401186.33897808794,348476.0,622592.0,621133.9807755181,620726.8355808959,617984.0
17262108,270924.0,401186.33897808794,348476.0,419840.0,413986.9619878614,414406.26194890303,423008.0
11320343,280565.0,401186.33897808794,348476.0,396288.0,397068.23674347426,398076.4372853475,308992.0
12894088,195798.0,401186.33897808794,348476.0,246784.0,247685.47255936725,248533.435107667,223120.0
14445521,1005585.0,401186.33897808794,348476.0,783360.0,788526.8635647434,785724.759405399,690304.0
12722681,344836.0,401186.33897808794,348476.0,300032.0,303121.25338034617,303364.4948943057,295768.0
11474529,279551.0,401186.33897808794,348476.0,382976.0,380076.38710311416,380277.68577254383,380224.0
11436683,60830.0,401186.33897808794,348476.0,286720.0,288913.121966696,286182.55814588687,285288.0
10891736,197635.0,401186.33897808794,348476.0,276480.0,277600.3481521824,277853.20427116175,318128.0
14107788,550555.0,401186.33897808794,348476.0,493568.0,488973.57973110926,490276.14645402814,470656.0
14206944,1436899.0,401186.33897808794,348476.0,991232.0,992714.5912302688,989369.3304894567,998848.0
12740438,396351.0,401186.33897808794,348476.0,242688.0,240266.568832234,238574.98243445044,273216.0
14710901,192176.0,401186.33897808794,348476.0,307200.0,312020.38245761057,313067.7951629795,180728.0
11563630,408967.0,401186.33897808794,348476.0,440320.0,437962.0861217824,437589.7533606045,484800.0
17272077,620000.0,401186.33897808794,348476.0,385024.0,387665.6077097453,386970.24569430633,376640.0
13982779,74912.0,401186.33897808794,348476.0,419840.0,419621.81330201274,419574.90387622034,332576.0
12076227,114694.0,401186.33897808794,348476.0,363520.0,365613.13760575757,366409.7806805741,378480.0
12890274,232684.0,401186.33897808794,348476.0,355328.0,357014.0039602796,359076.2477202293,397344.0
11005369,58350.0,401186.33897808794,348476.0,289792.0,291450.9583527193,292152.5744100453,322016.0
12368230,264000.0,401186.33897808794,348476.0,313344.0,316269.13026179216,315601.8375558072,383264.0
11295617,152287.0,401186.33897808794,348476.0,162816.0,166134.04800897825,167381.69136533042,113984.0
17147177,577000.0,401186.33897808794,348476.0,600064.0,605563.9847046126,605178.5468140215,540928.0
17128504,325368.0,401186.33897808794,348476.0,538624.0,537642.0651345709,538345.2773200704,510944.0
12674845,666669.0,401186.33897808794,348476.0,740352.0,741386.2037571385,740961.6242305649,732320.0
17091821,462316.0,401186.33897808794,348476.0,361472.0,356315.49112521805,356150.4472569106,263552.0
12398703,108249.0,401186.33897808794,348476.0,348160.0,348243.279010387,348847.94144145766,340592.0
14210975,273082.0,401186.33897808794,348476.0,367616.0,373722.1609097471,374011.84668937034,347136.0
12436985,333148.0,401186.33897808794,348476.0,379904.0,382009.9942930197,383178.75133183453,370496.0
14596178,527930.0,401186.33897808794,348476.0,610304.0,614172.3159738677,613403.631308099,718144.0
13916912,241844.0,401186.33897808794,348476.0,274432.0,269373.26511777134,268373.3380650245,253744.0
12171990,454695.0,401186.33897808794,348476.0,315392.0,312233.1356909012,313463.0068818346,359776.0
12702389,783378.0,401186.33897808794,348476.0,664576.0,663721.5840084071,665474.9957050445,695232.0
12676593,85483.0,401186.33897808794,348476.0,320512.0,315521.94807347935,313566.88138506515,299584.0
11552911,712066.0,401186.33897808794,348476.0,523264.0,526331.2669817468,528729.545566379,523680.0
17282298,427488.0,401186.33897808794,348476.0,295936.0,298368.52621690946,297175.1629248824,262400.0
11432579,295125.0,401186.33897808794,348476.0,303104.0,297024.4571128112,294894.07086502906,290920.0
14650703,138255.0,401186.33897808794,348476.0,296960.0,300492.07922104513,300985.46861812245,219344.0
13021633,218000.0,401186.33897808794,348476.0,171008.0,173617.89620782482,171554.16276532353,180512.0
10813166,586706.0,401186.33897808794,348476.0,655360.0,660642.7480549582,662465.7382929516,687616.0
12993312,45091.0,401186.33897808794,348476.0,219136.0,219522.0269286896,218955.56871170446,237712.0
17131936,496456.0,401186.33897808794,348476.0,443392.0,444864.74207111367,444154.5731660755,420352.0
11435514,263442.0,401186.33897808794,348476.0,210944.0,202937.49231832236,198707.61153024575,224720.0
13026904,685169.0,401186.33897808794,348476.0,584704.0,593046.4680759434,591736.5861263796,634624.0
11281355,240106.0,401186.33897808794,348476.0,211968.0,211407.85678419354,212364.30973870703,145408.0
14714283,270051.0,401186.33897808794,348476.0,400384.0,404567.02663311566,404549.07258653746,391104.0
11321899,342659.0,401186.33897808794,348476.0,487424.0,488484.3230333312,489291.4163890131,377856.0
10954789,305046.0,401186.33897808794,348476.0,251904.0,255218.97346359232,256116.59040255094,323568.0
11931432,567009.0,401186.33897808794,348476.0,400384.0,397224.8058188357,399701.3105846278,408464.0
11738954,233870.0,401186.33897808794,348476.0,317440.0,316466.98844400333,317227.80721282953,339640.0
12437267,401943.0,401186.33897808794,348476.0,565248.0,561705.4770714671,562283.7704490122,543232.0
12023965,189269.0,401186.33897808794,348476.0,348160.0,352026.8154524412,352584.162347568,372896.0
14393682,552857.0,401186.33897808794,348476.0,563200.0,569171.2511306969,568631.1036916999,652864.0
17285725,649760.0,401186.33897808794,348476.0,568320.0,567200.2566042993,569163.3770970514,541120.0
10828994,159672.0,401186.33897808794,348476.0,216064.0,212880.30097950384,213236.406903062,237952.0
10738875,1004467.0,401186.33897808794,348476.0,735232.0,730957.8650487135,730117.8755182531,750464.0
12784398,136576.0,401186.33897808794,348476.0,471040.0,473142.35927023785,475797.78258705157,462720.0
14737537,477419.0,401186.33897808794,348476.0,393216.0,393277.0974332732,393230.0433987571,505888.0
13916834,313200.0,401186.33897808794,348476.0,339968.0,335994.203549787,336586.1761683287,303200.0
10856465,416885.0,401186.33897808794,348476.0,435200.0,430676.83859858016,430810.61310453876,470608.0
12059039,158470.0,401186.33897808794,348476.0,305152.0,309203.30035566987,309783.0196096543,323984.0
14409765,1094841.0,401186.33897808794,348476.0,977920.0,979130.7020929831,979268.5225399316,1048640.0
17143201,381409.0,401186.33897808794,348476.0,509952.0,513740.8510031847,512573.69474760676,496480.0
11166029,379262.0,401186.33897808794,348476.0,327680.0,329008.40189124085,329402.651593197,343536.0
14456179,691242.0,401186.33897808794,348476.0,608256.0,603870.8561156571,608029.3123281405,717504.0
11447773,420067.0,401186.33897808794,348476.0,355328.0,354686.1686770128,354288.24415547587,329152.0
12360657,313457.0,401186.33897808794,348476.0,428032.0,427148.4986790267,427487.181608949,458368.0
17212503,553543.0,401186.33897808794,348476.0,608256.0,613196.579497313,612111.4406275153,614432.0
14208235,272408.0,401186.33897808794,348476.0,476160.0,481290.75742945087,482184.1233411632,450848.0
14168688,611354.0,401186.33897808794,348476.0,320512.0,324395.8437182801,325559.06527901103,332416.0
13954522,361896.0,401186.33897808794,348476.0,418816.0,415505.0447812521,416035.9906468811,365920.0
13099815,339747.0,401186.33897808794,348476.0,316416.0,320516.5971143063,321034.2664378761,319104.0
12514754,330291.0,401186.33897808794,348476.0,360448.0,361299.62313989835,361351.18562766456,321216.0
10786251,331041.0,401186.33897808794,348476.0,297984.0,298495.90328587964,298517.0852087826,325056.0
13860757,949884.0,401186.33897808794,348476.0,913408.0,920747.5960490444,917912.7511495478,970112.0
12258234,64213.0,401186.33897808794,348476.0,364544.0,359030.6787592054,359650.7381271008,364704.0
14648255,451000.0,401186.33897808794,348476.0,484352.0,482621.39790777944,482272.9646010924,526464.0
12445378,167474.0,401186.33897808794,348476.0,336896.0,337973.8034319567,338149.59718320024,374496.0
11341049,142806.0,401186.33897808794,348476.0,242688.0,246246.26650702252,247675.7256976638,253928.0
12253551,352079.0,401186.33897808794,348476.0,275456.0,272206.3456280595,270069.3591019463,248320.0
17165112,59145.0,401186.33897808794,348476.0,468992.0,469653.7674883062,469634.30433078256,403952.0
12707972,95836.0,401186.33897808794,348476.0,432128.0,426913.9619388657,426782.7921879622,385040.0
14612695,281293.0,401186.33897808794,348476.0,391168.0,396146.74697737827,395897.698276804,393152.0
13857698,45723.0,401186.33897808794,348476.0,232448.0,232302.59040567133,230191.19335911865,236104.0
12244612,294100.0,401186.33897808794,348476.0,367616.0,365569.6932783135,365693.9737316454,370400.0
17145329,598000.0,401186.33897808794,348476.0,633856.0,636862.2351533573,634927.1549294856,592256.0
14602830,263965.0,401186.33897808794,348476.0,270336.0,273570.74818502786,274386.48083091393,334880.0
17248420,421328.0,401186.33897808794,348476.0,390144.0,388037.9140806353,388317.1987417256,387776.0
14379153,115245.0,401186.33897808794,348476.0,528384.0,525860.0368694231,527267.8862128302,447072.0
14602385,907000.0,401186.33897808794,348476.0,638976.0,638780.5870424013,638083.8687483453,735808.0
13977518,1125000.0,401186.33897808794,348476.0,600064.0,596379.8366718702,596421.5156371224,690880.0
11548509,274580.0,401186.33897808794,348476.0,282624.0,280043.1322441866,279534.84671600047,354128.0
13861062,560173.0,401186.33897808794,348476.0,632832.0,631846.3232618936,630996.3394734344,679072.0
17137018,568540.0,401186.33897808794,348476.0,474112.0,473664.9237149822,473547.7631080396,438752.0
11343067,418000.0,401186.33897808794,348476.0,219136.0,220920.94046465543,220633.77791709112,227264.0
11738512,259975.0,401186.33897808794,348476.0,290816.0,286543.4121139707,286168.68598968594,302424.0
12890427,180374.0,401186.33897808794,348476.0,240640.0,237655.93562430455,238991.34138034531,260944.0
12852277,310120.0,401186.33897808794,348476.0,393216.0,398008.72452320496,400415.04927113815,391808.0
12774329,189007.0,401186.33897808794,348476.0,355328.0,358129.3159252352,358957.67688228004,350832.0
12883861,275000.0,401186.33897808794,348476.0,179200.0,175413.223795455,175049.07422884065,171000.0
14614902,517546.0,401186.33897808794,348476.0,626688.0,629907.975971167,628359.5706944083,713440.0
12748663,292207.0,401186.33897808794,348476.0,242688.0,242290.401159133,240577.5054938001,274816.0
14340424,1204413.0,401186.33897808794,348476.0,951296.0,956186.6266559926,953300.8629352963,1030464.0
17108825,402000.0,401186.33897808794,348476.0,382976.0,380682.06659593876,380028.91352291487,286016.0
12094957,1303877.0,401186.33897808794,348476.0,591872.0,591647.4559810428,591947.7509890015,587872.0
14620999,395000.0,401186.33897808794,348476.0,370688.0,375853.18246808904,376054.0532866808,351040.0
14187046,90097.0,401186.33897808794,348476.0,337920.0,337325.52111116785,338050.67946700996,290016.0
11742489,362811.0,401186.33897808794,348476.0,781312.0,784189.5744142388,786937.5092657382,782400.0
12261660,88125.0,401186.33897808794,348476.0,287744.0,284752.09976066445,282298.0756835169,285704.0
11786275,310660.0,401186.33897808794,348476.0,278528.0,278988.32192214293,283466.253833133,392344.0
14050850,970000.0,401186.33897808794,348476.0,619520.0,617942.7662147053,618961.5455629784,604640.0
11138978,198607.0,401186.33897808794,348476.0,178176.0,183171.93261582614,183790.12135248602,203392.0
14463180,477842.0,401186.33897808794,348476.0,508928.0,508882.39514936425,509766.98852568015,580544.0
11483206,77765.0,401186.33897808794,348476.0,386048.0,382768.63126910414,382828.3194363533,364736.0
14751722,798178.0,401186.33897808794,348476.0,738304.0,743223.0118005977,739868.5488534688,745504.0
12338866,339112.0,401186.33897808794,348476.0,273408.0,273005.308633753,272121.72383523476,290784.0
14365969,391161.0,401186.33897808794,348476.0,392192.0,388602.7584883171,388767.2466636291,360128.0
11314744,117067.0,401186.33897808794,348476.0,56320.0,60075.51457000704,60399.807824692514,110016.0
13003913,255693.0,401186.33897808794,348476.0,234496.0,236038.4544888319,235570.84410325717,254368.0
12331843,421000.0,401186.33897808794,348476.0,547840.0,547644.7021019153,546871.974612349,552832.0
12819925,376624.0,401186.33897808794,348476.0,267264.0,261296.6185951701,261269.68719532495,261992.0
11335892,160000.0,401186.33897808794,348476.0,89088.0,86527.8561457789,85363.43862183281,198592.0
11552714,1397969.0,401186.33897808794,348476.0,477184.0,472720.3627205993,474971.9861256241,465248.0
11529978,75750.0,401186.33897808794,348476.0,289792.0,289810.92016833345,288737.1542965179,298416.0
14685407,66477.0,401186.33897808794,348476.0,523264.0,529503.0804004946,529402.5401224346,506912.0
11598402,473000.0,401186.33897808794,348476.0,231424.0,226404.79771965864,223226.15840441955,231472.0
10936085,94636.0,401186.33897808794,348476.0,294912.0,289816.006911737,290376.0160630851,342288.0
12846908,410890.0,401186.33897808794,348476.0,247808.0,247421.3981471988,247377.2542191622,267840.0
10850568,655345.0,401186.33897808794,348476.0,416768.0,414415.7537416874,415173.385584648,443200.0
11950931,325912.0,401186.33897808794,348476.0,271360.0,268701.09914872935,269799.4909544808,322528.0
14664996,525000.0,401186.33897808794,348476.0,387072.0,385772.7088413578,385759.54099679075,449248.0
10997084,210082.0,401186.33897808794,348476.0,189440.0,183038.59710934112,182098.62510318594,255368.0
12218313,19833.0,401186.33897808794,348476.0,205824.0,203145.50621214125,204449.9893200923,193968.0
14281339,896331.0,401186.33897808794,348476.0,625664.0,622495.0632548954,621993.9273140064,562304.0
11692554,714943.0,401186.33897808794,348476.0,478208.0,476065.03702246695,476560.0065041607,487648.0
13884268,474325.0,401186.33897808794,348476.0,491520.0,493713.5970114742,494025.90633383696,597760.0
10889686,44683.0,401186.33897808794,348476.0,233472.0,233161.6967981887,232251.57000991114,258768.0
12966871,350536.0,401186.33897808794,348476.0,226304.0,227172.50419141538,228669.11951874467,453768.0
11762910,25211.0,401186.33897808794,348476.0,336896.0,338097.21281706996,339291.94831017347,461184.0
10986807,281900.0,401186.33897808794,348476.0,273408.0,278620.66455503635,278022.3245481315,330944.0
11984758,289345.0,401186.33897808794,348476.0,76800.0,81332.99623410276,93306.71805469174,124192.0
11473053,605172.0,401186.33897808794,348476.0,582656.0,583563.457925823,581683.3398883885,682816.0
10738250,777167.0,401186.33897808794,348476.0,564224.0,564497.6863017645,564624.6472556064,566752.0
14305169,316252.0,401186.33897808794,348476.0,593920.0,590360.2711067746,591546.2445671065,572896.0
10853982,880887.0,401186.33897808794,348476.0,593920.0,596782.9284520347,597203.9009942546,608608.0
12723430,43438.0,401186.33897808794,348476.0,288768.0,288474.30412040034,287965.1233562787,261424.0
13979768,1210000.0,401186.33897808794,348476.0,510976.0,504090.9134390418,504762.672747305,404128.0
12216966,177389.0,401186.33897808794,348476.0,252928.0,251189.57093430043,252948.4360121438,291696.0
10720340,363000.0,401186.33897808794,348476.0,210944.0,215934.80825655238,217277.89118152083,251616.0
11015331,695000.0,401186.33897808794,348476.0,374784.0,376317.3080898805,376908.1221014316,391968.0
17217383,641810.0,401186.33897808794,348476.0,491520.0,495522.5494684618,494912.33896029706,513280.0
11031484,595431.0,401186.33897808794,348476.0,623616.0,628939.3351086724,627277.632325223,679808.0
14752476,130847.0,401186.33897808794,348476.0,258048.0,255322.40151155693,256532.95141862615,199808.0
11466518,427988.0,401186.33897808794,348476.0,423936.0,426135.96440541954,425943.5610686252,446176.0
11302921,282698.0,401186.33897808794,348476.0,330752.0,328883.4521793835,331551.0007318031,251520.0
12856644,129350.0,401186.33897808794,348476.0,484352.0,486795.1330133466,489522.413736311,471744.0
14362173,690722.0,401186.33897808794,348476.0,585728.0,586994.8538722055,586002.5680659375,599488.0
11105720,370719.0,401186.33897808794,348476.0,183296.0,183691.18814982165,183200.68449367897,224032.0
11983012,321326.0,401186.33897808794,348476.0,229376.0,234878.41889101302,235820.14980426402,266112.0
11010176,576493.0,401186.33897808794,348476.0,498688.0,494198.51652971515,494897.89828101755,497216.0
13974692,58746.0,401186.33897808794,348476.0,336896.0,337904.157135298,338222.64378341835,315552.0
14729055,276000.0,401186.33897808794,348476.0,254976.0,258996.19557339564,258540.52395339316,274816.0
14372285,164665.0,401186.33897808794,348476.0,373760.0,368301.0445691134,369059.5304634741,348864.0
14604129,411176.0,401186.33897808794,348476.0,387072.0,388128.46618953615,388397.4030692494,471360.0
14044877,110329.0,401186.33897808794,348476.0,590848.0,593394.8623070733,594430.0949556917,585536.0
17127063,406454.0,401186.33897808794,348476.0,482304.0,479725.56356480194,478866.1676045846,456576.0
14081678,391960.0,401186.33897808794,348476.0,741376.0,742995.4456908975,741356.8461697772,752832.0
14015424,400032.0,401186.33897808794,348476.0,286720.0,286520.0836254155,285862.15726554184,263728.0
12824154,355482.0,401186.33897808794,348476.0,230400.0,230533.23465544812,228774.50058254894,211272.0
10861133,326011.0,401186.33897808794,348476.0,526336.0,534273.8427795529,532779.7471788327,546144.0
14130478,98770.0,401186.33897808794,348476.0,452608.0,454516.776839274,454407.3307458983,438080.0
13999033,461976.0,401186.33897808794,348476.0,324608.0,320954.0390514672,320801.37137559854,312416.0
13085810,329020.0,401186.33897808794,348476.0,375808.0,375919.0193177444,376292.67275192414,349536.0
12628880,70166.0,401186.33897808794,348476.0,412672.0,407504.4508166292,408478.8728323804,373280.0
12223988,30184.0,401186.33897808794,348476.0,224256.0,223946.99855480625,220959.87814672562,252888.0
14503471,137273.0,401186.33897808794,348476.0,537600.0,539069.1355744624,538608.7069942125,476384.0
12607642,141720.0,401186.33897808794,348476.0,349184.0,354982.1624725903,357594.76820705517,315456.0
11321955,409000.0,401186.33897808794,348476.0,690176.0,689017.6048972707,688432.6240768073,526784.0
